"Table 5.--Returns with Positive Adjusted Gross Income (AGI):
Number of Returns, Shares of AGI and Total Income Tax,
AGI Floor on Percentiles in Current and Constant Dollars, and
    2009,"137,982,203","137,982","1,379,822","6,899,110","13,798,220","34,495,551","68,991,102",,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted gross income floor on percentiles (current dollars):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    1986,N/A,[6],"118,818","62,377","48,656","32,242","17,302"
    1987,N/A,[6],"139,289","68,414","52,921","33,983","17,768"
    1988,N/A,[6],"157,136","72,735","55,437","35,398","18,367"
    1989,N/A,[6],"163,869","76,933","58,263","36,839","18,993"
    1990,N/A,[6],"167,421","79,064","60,287","38,080","19,767"
    1991,N/A,[6],"170,139","81,720","61,944","38,929","20,097"
    1992,N/A,[6],"181,904","85,103","64,457","40,378","20,803"
    1993,N/A,[6],"185,715","87,386","66,077","41,210","21,179"
    1994,N/A,[6],"195,726","91,226","68,753","42,742","21,802"
    1995,N/A,[6],"209,406","96,221","72,094","44,207","22,344"
    1996,N/A,[6],"227,546","101,141","74,986","45,757","23,174"
    1997,N/A,[6],"250,736","108,048","79,212","48,173","24,393"
    1998,N/A,[6],"269,496","114,729","83,220","50,607","25,491"
    1999,N/A,[6],"293,415","120,846","87,682","52,965","26,415"
    2000,N/A,[6],"313,469","128,336","92,144","55,225","27,682"
    2001,N/A,"1,324,487","292,913","127,904","92,754","56,085","28,528"
    2002,N/A,"1,191,673","285,424","126,525","92,663","56,401","28,654"
    2003,N/A,"1,262,760","295,495","130,080","94,891","57,343","29,019"
    2004,N/A,"1,548,941","328,049","137,056","99,112","60,041","30,122"
    2005,N/A,"1,848,791","364,657","145,283","103,912","62,068","30,881"
    2006,N/A,"2,044,689","388,806","153,542","108,904","64,702","31,987"
    2007,N/A,"2,155,365","410,096","160,041","113,018","66,532","32,879"
    2008,N/A,"1,803,585","380,354","159,619","113,799","67,280","33,048"
    2009,N/A,"1,432,890","343,927","154,643","112,124","66,193","32,396"
Adjusted gross income floor on percentiles (constant dollars): [3], ,,,,,,
    1986,N/A,[6],"108,411","56,913","44,394","29,418","15,786"
    1987,N/A,[6],"122,614","60,224","46,585","29,915","15,641"
    1988,N/A,[6],"132,828","61,484","46,861","29,922","15,526"
    1989,N/A,[6],"132,152","62,043","46,986","29,709","15,317"
    1990,N/A,[6],"128,096","60,493","46,126","29,135","15,124"
    1991,N/A,[6],"124,919","60,000","45,480","28,582","14,756"
    1992,N/A,[6],"129,654","60,658","45,942","28,780","14,828"
    1993,N/A,[6],"128,522","60,475","45,728","28,519","14,657"
    1994,N/A,[6],"132,069","61,556","46,392","28,841","14,711"
    1995,N/A,[6],"137,406","63,137","47,306","29,007","14,661"
    1996,N/A,[6],"145,026","64,462","47,792","29,163","14,769"
    1997,N/A,[6],"156,222","67,320","49,353","30,014","15,198"
    1998,N/A,[6],"164,427","69,999","50,775","30,877","15,553"
    1999,N/A,[6],"176,119","72,537","52,630","31,792","15,855"
    2000,N/A,[6],"182,038","74,527","53,510","32,070","16,075"
    2001,N/A,"747,875","165,394","72,221","52,374","31,669","16,108"
    2002,N/A,"662,409","158,657","70,331","51,508","31,351","15,928"
    2003,N/A,"686,283","160,595","70,696","51,571","31,165","15,771"
    2004,N/A,"819,979","173,663","72,555","52,468","31,785","15,946"
    2005,N/A,"946,642","186,716","74,390","53,206","31,781","15,812"
    2006,N/A,"1,014,231","192,860","76,162","54,020","32,094","15,867"
    2007,N/A,"1,039,732","197,827","77,203","54,519","32,095","15,861"
    2008,N/A,"837,708","176,662","74,138","52,856","31,249","15,350"
    2009,N/A,"667,899","160,311","72,082","52,263","30,854","15,100"
Adjusted gross income (millions of dollars): , ,,,,,,
    1986,"2,524,124",[6],"285,197","608,467","886,510","1,490,173","2,103,569"
    1987,"2,813,728",[6],"346,635","722,221","1,038,221","1,709,389","2,373,869"
    1988,"3,124,156",[6],"473,527","890,702","1,232,536","1,950,860","2,657,865"
    1989,"3,298,858",[6],"468,079","918,421","1,286,539","2,054,478","2,805,235"
    1990,"3,451,237",[6],"483,252","953,337","1,338,032","2,144,177","2,932,537"
    1991,"3,516,142",[6],"456,603","943,350","1,343,202","2,174,765","2,984,003"
    1992,"3,680,552",[6],"523,586","1,031,093","1,443,784","2,299,401","3,131,400"
    1993,"3,775,578",[6],"520,586","1,048,252","1,474,463","2,357,953","3,212,299"
    1994,"3,961,146",[6],"546,700","1,103,084","1,552,205","2,481,074","3,371,352"
    1995,"4,244,607",[6],"619,610","1,222,723","1,704,513","2,689,820","3,627,542"
    1996,"4,590,527",[6],"736,545","1,393,805","1,909,149","2,952,637","3,944,383"
    1997,"5,023,457",[6],"872,826","1,597,107","2,151,401","3,267,600","4,327,992"
    1998,"5,469,211",[6],"1,010,245","1,796,647","2,393,716","3,589,600","4,721,430"
    1999,"5,909,329",[6],"1,152,820","2,011,763","2,652,835","3,927,308","5,126,164"
    2000,"6,423,977",[6],"1,336,773","2,267,403","2,955,386","4,313,786","5,589,755"
    2001,"6,241,036","505,752","1,094,296","1,996,492","2,690,589","4,071,034","5,379,286"
    2002,"6,113,778","431,644","985,781","1,867,787","2,553,475","3,935,504","5,244,029"
    2003,"6,287,586","476,041","1,054,567","1,960,676","2,663,470","4,078,227","5,407,851"
    2004,"6,875,123","628,522","1,306,417","2,299,595","3,049,275","4,546,401","5,952,781"
    2005,"7,507,958","799,403","1,591,711","2,683,934","3,487,010","5,069,455","6,544,824"
    2006,"8,122,040","911,054","1,791,886","2,977,714","3,843,144","5,535,830","7,105,599"
    2007,"8,798,500","1,049,358","2,008,259","3,294,542","4,227,839","6,045,354","7,720,213"
    2008,"8,426,625","839,371","1,685,472","2,926,701","3,856,462","5,678,179","7,352,111"
    2009,"7,825,389","610,241","1,324,572","2,482,490","3,379,731","5,149,871","6,770,174"
Total income tax (millions of dollars):  [4],,,,,,,
    1986,"366,979",[6],"94,491","156,240","200,703","278,976","343,289"
    1987,"369,046",[6],"91,559","159,642","205,230","283,857","346,655"
    1988,"412,761",[6],"113,841","188,303","236,411","321,297","389,145"
    1989,"432,838",[6],"109,259","190,188","241,458","334,258","407,599"
    1990,"447,061",[6],"112,338","195,088","247,514","344,340","421,075"
    1991,"448,349",[6],"111,267","194,480","250,282","346,511","423,759"
    1992,"476,163",[6],"131,156","218,479","276,213","373,700","452,070"
    1993,"502,720",[6],"145,836","238,083","297,808","398,516","478,563"
    1994,"534,754",[6],"154,337","254,106","317,902","425,402","509,256"
    1995,"588,331",[6],"178,035","287,741","357,402","472,808","561,225"
    1996,"658,124",[6],"212,626","335,433","411,404","535,164","629,684"
    1997,"727,303",[6],"241,239","377,241","459,639","594,007","696,161"
    1998,"788,452",[6],"274,009","424,506","512,836","651,964","755,240"
    1999,"877,292",[6],"317,419","486,464","583,002","732,890","842,168"
    2000,"980,521",[6],"366,929","553,670","660,150","823,706","942,179"
    2001,"887,882","142,616","300,898","472,823","576,163","736,053","852,642"
    2002,"796,862","122,975","268,608","428,680","523,812","668,558","768,963"
    2003,"747,939","117,275","256,340","406,597","492,452","627,380","722,027"
    2004,"831,890","145,118","306,902","475,224","567,273","705,915","804,471"
    2005,"934,703","180,008","368,132","557,759","657,085","803,772","906,028"
    2006,"1,023,739","200,281","408,369","615,680","724,740","883,153","993,176"
    2007,"1,115,504","225,239","450,926","676,293","794,432","965,875","1,083,243"
    2008,"1,031,512","190,498","392,149","605,718","721,421","890,614","1,003,639"
    2009,"865,863","148,143","318,043","507,907","610,156","755,903","846,352"
Average tax rate (percentage): [5],,,,,,,
    1986,14.54,[6],33.13,25.68,22.64,18.72,16.32
    1987,13.12,[6],26.41,22.10,19.77,16.61,14.60
    1988,13.21,[6],24.04,21.14,19.18,16.47,14.64
    1989,13.12,[6],23.34,20.71,18.77,16.27,14.53
    1990,12.95,[6],23.25,20.46,18.50,16.06,14.36
    1991,12.75,[6],24.37,20.62,18.63,15.93,14.20
    1992,12.94,[6],25.05,21.19,19.13,16.25,14.44
    1993,13.32,[6],28.01,22.71,20.20,16.90,14.90
    1994,13.50,[6],28.23,23.04,20.48,17.15,15.11
    1995,13.86,[6],28.73,23.53,20.97,17.58,15.47
    1996,14.34,[6],28.87,24.07,21.55,18.12,15.96
    1997,14.48,[6],27.64,23.62,21.36,18.18,16.09
    1998,14.42,[6],27.12,23.63,21.42,18.16,16.00
    1999,14.85,[6],27.53,24.18,21.98,18.66,16.43
    2000,15.26,[6],27.45,24.42,22.34,19.09,16.86
    2001,14.23,28.20,27.50,23.68,21.41,18.08,15.85
    2002,13.03,28.49,27.25,22.95,20.51,16.99,14.66
    2003,11.90,24.64,24.31,20.74,18.49,15.38,13.35
    2004,12.10,23.09,23.49,20.67,18.60,15.53,13.51
    2005,12.45,22.52,23.13,20.78,18.84,15.86,13.84
    2006,12.60,21.98,22.79,20.68,18.86,15.95,13.98
    2007,12.68,21.46,22.45,20.53,18.79,15.98,14.03
    2008,12.24,22.70,23.27,20.70,18.71,15.68,13.65
    2009,11.06,24.28,24.01,20.46,18.05,14.68,12.50
Adjusted gross income share (percentage):,,,,,,,
    1986,100.00,[6],11.30,24.11,35.12,59.04,83.34
    1987,100.00,[6],12.32,25.67,36.90,60.75,84.37
    1988,100.00,[6],15.16,28.51,39.45,62.44,85.07
    1989,100.00,[6],14.19,27.84,39.00,62.28,85.04
    1990,100.00,[6],14.00,27.62,38.77,62.13,84.97
    1991,100.00,[6],12.99,26.83,38.20,61.85,84.87
    1992,100.00,[6],14.23,28.01,39.23,62.47,85.08
    1993,100.00,[6],13.79,27.76,39.05,62.45,85.08
    1994,100.00,[6],13.80,27.85,39.19,62.64,85.11
    1995,100.00,[6],14.60,28.81,40.16,63.37,85.46
    1996,100.00,[6],16.04,30.36,41.59,64.32,85.92
    1997,100.00,[6],17.38,31.79,42.83,65.05,86.16
    1998,100.00,[6],18.47,32.85,43.77,65.63,86.33
    1999,100.00,[6],19.51,34.04,44.89,66.46,86.75
    2000,100.00,[6],20.81,35.30,46.01,67.15,87.01
    2001,100.00,8.10,17.53,31.99,43.11,65.23,86.19
    2002,100.00,7.06,16.12,30.55,41.77,64.37,85.77
    2003,100.00,7.57,16.77,31.18,42.36,64.86,86.01
    2004,100.00,9.14,19.00,33.45,44.35,66.13,86.58
    2005,100.00,10.65,21.20,35.75,46.44,67.52,87.17
    2006,100.00,11.22,22.06,36.66,47.32,68.16,87.49
    2007,100.00,11.93,22.83,37.44,48.05,68.71,87.74
    2008,100.00,9.96,20.00,34.73,45.77,67.38,87.25
    2009,100.00,7.80,16.93,31.72,43.19,65.81,86.52
Total income tax share (percentage):,,,,,,,
    1986,100.00,[6],25.75,42.57,54.69,76.02,93.54
    1987,100.00,[6],24.81,43.26,55.61,76.92,93.93
    1988,100.00,[6],27.58,45.62,57.28,77.84,94.28
    1989,100.00,[6],25.24,43.94,55.78,77.22,94.17
    1990,100.00,[6],25.13,43.64,55.36,77.02,94.19
    1991,100.00,[6],24.82,43.38,55.82,77.29,94.52
    1992,100.00,[6],27.54,45.88,58.01,78.48,94.94
    1993,100.00,[6],29.01,47.36,59.24,79.27,95.19
    1994,100.00,[6],28.86,47.52,59.45,79.55,95.23
    1995,100.00,[6],30.26,48.91,60.75,80.36,95.39
    1996,100.00,[6],32.31,50.97,62.51,81.32,95.68
    1997,100.00,[6],33.17,51.87,63.20,81.67,95.72
    1998,100.00,[6],34.75,53.84,65.04,82.69,95.79
    1999,100.00,[6],36.18,55.45,66.45,83.54,96.00
    2000,100.00,[6],37.42,56.47,67.33,84.01,96.09
    2001,100.00,16.06,33.89,53.25,64.89,82.90,96.03
    2002,100.00,15.43,33.71,53.80,65.73,83.90,96.50
    2003,100.00,15.68,34.27,54.36,65.84,83.88,96.54
    2004,100.00,17.44,36.89,57.13,68.19,84.86,96.70
    2005,100.00,19.26,39.38,59.67,70.30,85.99,96.93
    2006,100.00,19.56,39.89,60.14,70.79,86.27,97.01
    2007,100.00,20.19,40.42,60.63,71.22,86.59,97.11
    2008,100.00,18.47,38.02,58.72,69.94,86.34,97.30
    2009,100.00,17.11,36.73,58.66,70.47,87.30,97.75
N/A-- Not applicable.,,,,,,,
"[1] The number of returns with negative adjusted gross income, i.e., returns with an adjusted gross deficit, and the 
corresponding amounts for adjusted gross deficit, were excluded from Table 5.  By excluding deficit returns, 
alternative minimum tax reported on some of these returns was also excluded.  For Tax Year 2009, there were 3,820
 returns with no adjusted gross income that reported income tax.  ",,,,,,,
"[2] The total number of returns does not include the returns filed by individuals to only receive the economic stimulus 
payment and who had no other reason to file.",,,,,,,
"[3] For Table 5, constant dollars were calculated using the U.S. Bureau of Labor Statistics' consumer price index for urban
 consumers (CPI-U, 1982-84=100).  For 2009 the CPI-U = 214.537.",,,,,,,
"[4] Total income tax is income tax after credits (includes alternative minimum tax) reported on returns that showed a
 positive amount for adjusted gross income.  Therefore, total income tax excludes alternative minimum tax, Form 8814 tax
 (tax on a child's interest or dividends), and Form 4972 tax (tax on lump-sum distributions from qualified retirement plans)
 reported on some returns with a negative amount for adjusted gross income.  See also footnote 1.",,,,,,,
[5]  The average tax rate was computed by dividing total income tax (see footnote 4) by (positive) adjusted gross income.,,,,,,,
[6]  Not Calculated.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
